TransactionID,Amount,Date,Account,Department
89842363-c747-4daa-9c5e-108950f24bf5,177231.23,2024-05-31,GB44ZBPC45269822360832,Legal
f7dca6f7-788d-479c-ab61-37d97a5e8ed4,22597.65,2016-01-23,GB11EXTH18904694578638,Medical
ddab1502-2592-4823-a249-2d08d838fc41,53093.9,2023-03-14,GB25BLZD53716845919675,Finance
15201950-3b44-4431-8388-d345b9fae8a7,2927.17,2018-05-03,GB93HAUG38023178445133,Medical
e08def4f-b783-435d-8f1f-dab86aa27a1c,166702.47,2025-12-20,GB89MYDI21940754730870,Medical
4784b429-ddd7-4163-837b-ede3b8e5b5e9,335990.72,2016-03-12,GB51PMAV08124113798456,Research
ee072017-1286-4915-aa32-092eb0481cce,421919.51,2024-01-31,GB23CCXU44623503279116,Medical
67d38e1f-35d9-4147-b679-3ed6c823afd4,-51439.88,2018-10-09,GB06UTLL34119710231178,Legal
a9964329-630c-4d27-9030-08b7a975bfc0,269850.56,2016-04-18,GB51WDOG05762436958724,Medical
419dab70-c9d8-46d4-82e0-fce7862ff880,153388.48,2025-10-14,GB71KFOB21991578094374,Logistics
37ca6af7-edc1-4735-b591-12e3a562ad63,249884.8,2022-11-15,GB50FLTN19446204374274,Medical
acb8d498-817f-4427-a0bb-81e9b9d06438,142323.27,2013-05-11,GB94TLEF31987318500734,Medical
5206edca-024d-4c88-a273-869f25e1517a,370495.78,2023-08-11,GB65HEHA66772411970319,Legal
7e1bfa0e-7311-4cbd-88a5-b195bd570721,138317.31,2019-11-02,GB48WJOT59056538923337,Finance
d3da3e98-5a36-4fcf-a14e-d88473085075,143984.5,2017-12-14,GB27QRCO85249376146320,Finance
deaa93df-c3c0-4607-8251-7794ed3c9090,334644.13,2024-05-10,GB60OPCY47283858715153,Legal
9dd37b74-d841-4423-87cc-a805d2b3b3df,250205.75,2019-07-06,GB63OLSR66833717341546,Medical
70c3cd43-6d52-4dc7-959c-464742f58c99,-66205.39,2020-09-16,GB13DQOK70500721490916,Research
3c32375c-430b-4bae-89ce-adbe2035ed14,-2674.5,2022-08-06,GB58UZZY92722071860262,Logistics
298b89e9-a982-4bb6-88ab-2203591fea6e,416193.88,2016-07-28,GB04AOLA43490365985486,Medical
b9364dd5-904e-4860-9f5b-4f7b1a88a0b8,330137.47,2023-10-12,GB63HTXJ84807532522202,Research
c714dd9a-1367-4d3c-82b0-77418f26bbd5,179655.92,2017-02-23,GB96KSCI55690571033769,Finance
7cffaf8b-9557-4239-8c31-1ded88b731c5,183800.1,2017-04-11,GB46TNRT61492077829587,Research
fc878999-9d75-4eeb-89a0-aba3343af06a,148062.83,2017-08-13,GB77GXJX42635751432939,Legal
04a5c604-38e3-422c-9533-76ad480179e0,116736.9,2015-05-17,GB34UIQE27890997026605,Logistics
ab176b8d-c4ce-4c36-8bcf-c87115d4f935,-40104.6,2012-03-27,GB53IJEJ27604991524549,Finance
6d9079e7-624c-4b8f-8bdb-8be0c466984c,57310.47,2025-10-07,GB29SSTU91143051673475,Research
fe4f20c4-9a67-4778-99c0-649392d5f53a,-59650.26,2025-07-03,GB05JDPO46197558863495,Logistics
3015a55d-7737-40c1-90ab-3207850a207c,231096.55,2021-07-03,GB97KPTE46809504063593,Legal
b4b91657-27d7-41f0-acc6-5539f00106fc,492681.65,2015-04-24,GB02VHAF12435475148369,Medical
d5955610-1afd-44a3-9e2f-47f51887695c,469203.31,2024-06-03,GB79CLRJ84184497481179,Research
ee36cda3-0e99-438b-b8c2-7f0449b6f650,413299.63,2024-07-27,GB31CZOA75176469380409,Finance
12e40fef-2eef-4eab-80a2-5d8b8e873506,147953.64,2021-12-09,GB43UUSW89392937457237,Legal
1fbe8496-4dde-4a49-99b9-367a5cd9215a,249440.33,2025-11-14,GB27RVYJ66998780233528,Logistics
debc2116-43bb-4f0b-b6aa-267970593610,194234.45,2013-02-25,GB86MWWP69679671661153,Research
2c5c0b7e-8e98-41e9-986a-1267034f15b0,353845.45,2014-08-16,GB50XTBL78481102115519,Research
c0770efa-5e96-446a-afcf-7aff9fa3ad6a,464652.71,2018-11-08,GB48BNDM12748365697503,Logistics
09f3ede2-7238-4b21-8ad2-b82289b3e2ac,128270.12,2013-10-01,GB26GSOY24215590735445,Finance
f0e46131-bda3-4110-b243-bd8cce0ccad4,-43197.32,2013-06-25,GB61OZQW65471536486353,Finance
aec4495d-e777-463b-9714-74913108d32b,364154.95,2025-12-10,GB24NYPX80203616426947,Medical
f8f7645c-fca4-46fe-ac16-d1c247b27345,155699.6,2012-11-07,GB63IMTM98939125894235,Finance
815b0d44-1b32-43fb-9e96-7d9686407f8d,20959.6,2014-11-14,GB75OFCG03097461726755,Logistics
e0ffb235-8ce5-4a9a-b95c-279a0a7d542a,11009.71,2018-12-18,GB72KSQO48247660753639,Logistics
3e7c4a8a-12a2-489a-8cd1-5b4d00d3633a,453582.7,2019-12-05,GB90GINV99114444560550,Finance
eb090cdc-ba98-465b-aaed-c1c85c24f0e9,92587.52,2023-05-25,GB85GAFW77280571255256,Finance
dfea744d-928e-4eb0-8777-8886e8b3abf3,477681.53,2024-01-01,GB82XLIF32775214948331,Finance
fb4ce0be-084a-4ee2-a376-3df1eeb50bc0,296911.3,2021-04-04,GB95KSYC98899011048305,Finance
0d39472a-8b5b-44e3-99e8-d3996f90a231,100372.22,2022-11-07,GB98CKNC08520203207058,Medical
ca7053d2-9d53-4a75-bb13-e5c308036be7,178092.12,2018-08-10,GB72JJRO10259449472968,Medical
35228fcc-7a1f-4c01-ac78-0c96398eb820,66276.24,2011-09-04,GB50PQNL55883443657859,Research
7a908b4b-a6b0-4f82-ae23-28f7a1abcb54,-85413.73,2014-10-22,GB24RYCO00868894181147,Logistics
dcaceca2-080b-4a4f-afbf-f2b359354691,250984.31,2021-01-07,GB28IXMX07974134695579,Research
78872061-0407-41b7-b459-a943325dff9a,-31719.22,2020-03-03,GB61FZPU17615240859819,Medical
588be3b2-a81c-4d5f-817d-dabf82b427f1,270351.69,2025-11-22,GB74NMEV85088404975346,Logistics
e98449f8-5076-4e5f-9e04-ff1c8ddbe84f,-78887.61,2013-02-08,GB73TUHZ98962243970301,Medical
59041acc-0319-4e5d-9d30-7bf13aa4d3dd,399090.38,2024-09-17,GB75BIAM42589843536552,Research
2b8c70c0-7a15-497c-8836-c8ab6808441b,56087.77,2023-12-03,GB54PDQL41301768872231,Finance
812a3197-6cf1-4137-ab6b-20c4df492444,405526.77,2016-01-31,GB72MUTY45660606036624,Research
db28ff2d-ce3b-4aba-bf93-284fc635498f,10076.9,2012-06-23,GB07QGXS40576195322875,Logistics
06a1a39e-113f-48e0-9f5d-4bf1831c61ea,15144.14,2013-07-29,GB98EUYJ61947825193608,Logistics
b057ed31-d27f-4e39-ab94-8f6a791a40cb,382067.63,2020-04-24,GB10VSBG00129001907066,Legal
3ba605c9-6316-4ae3-91f5-6fa9fd87541d,-75353.26,2015-05-21,GB59AZUG58458057568860,Finance
8da61d09-02b0-4749-8177-7cb2c4c5d9fc,85160.78,2021-01-08,GB25ZKMO51261211125162,Research
953788de-2968-4e0d-bc1d-f2523c6587b8,141953.97,2025-05-06,GB71DEFP96852879933770,Legal
8d30f48a-8212-46a1-9262-a810e7683245,-51602.26,2025-12-15,GB92ZILC28900318052382,Medical
d3a94b6b-f922-49f9-9c12-726e4f774014,443984.63,2018-02-11,GB39PSLK88715492171721,Research
2428f1f9-a97a-4adb-a279-850dc7131ba1,413904.65,2015-07-08,GB82RTUO60977146183707,Research
f16b2e5c-c96a-4b6e-998b-6b8a138ca600,-89433.79,2021-01-08,GB02EHSR11946965924150,Legal
7b2f4382-8a6b-4240-835a-e465c29e04db,279541.89,2024-10-27,GB10LCRJ49063730249726,Logistics
df47178e-4890-4418-91b8-229c25554444,-44721.28,2013-06-14,GB47FXUQ44847316077129,Legal
28c5fded-fb6e-484c-93b5-4dc7d735dab8,24585.29,2015-11-08,GB90MLBU51447689862489,Logistics
f06d2f09-97b3-479f-8b0e-67809879e6e0,34137.3,2025-12-14,GB96HUER31583257038765,Research
95a019db-8b73-4b0a-b427-5f5160b3f772,391003.28,2022-05-16,GB97GJJV46606440188101,Finance
29293f42-2bd4-47f0-9065-715fe222fb16,204889.63,2023-09-14,GB65MZTA91015366201718,Legal
