TransactionID,Amount,Date,Account,Department
8c9d80c6-6357-43e2-a3f1-1b3b2a82f9fa,341799.84,2023-08-25,GB77TTPB88427770851686,Finance
82fed792-7f99-4fdf-8ef8-028a124ed25e,380804.2,2016-08-31,GB07WTMW99036227914319,Research
39c11688-e2fa-4d84-b130-6484508c898e,37409.27,2023-05-28,GB92NPAI60451896387940,Research
5d68eb9b-4500-41a1-9361-81b643c1847e,376820.38,2023-05-15,GB17HBUY16503807003818,Medical
be9624f3-c886-46b0-a37b-047bd8233a11,363481.49,2018-11-07,GB42KYWO79751196620239,Legal
c21147b9-075c-4d76-af35-518b197e7593,144812.66,2012-05-15,GB67IQQS92846311146185,Research
beafba2c-5f8c-4ab2-9342-a83b8aa877ea,104229.48,2021-11-23,GB87ECMO36947573054464,Logistics
15123536-204b-4f0e-9ac9-2ddab8853de7,400393.68,2013-04-28,GB34OWIO86201275110935,Research
d239983e-e280-404f-a1f3-bb9cd95bd642,-49760.97,2015-08-02,GB28CPSY68543601871354,Logistics
ca5a42d9-6580-4cba-bf70-2e9272e3da14,187398.22,2021-06-01,GB46XHUF12722896271924,Legal
bcd249f9-84ae-41f5-9f6b-647baa29e112,9993.7,2022-04-14,GB75DBBQ37597271444507,Legal
0145c33f-114b-43b2-ae36-6d9fd5ebb3fb,349746.94,2015-04-07,GB22ZREZ04552881029323,Research
9f231905-648a-44c2-907b-7a4eb775bb45,168570.2,2014-08-12,GB11OBLH68864247301261,Logistics
af2b74cb-1f9c-4447-87b3-54bf27a889dc,62609.58,2018-12-10,GB59TMMU80888146940783,Legal
ad36eaae-3619-4d54-bc73-871a59217c54,284852.1,2021-03-23,GB50FTLL38206058816481,Legal
0ed89a76-893a-4308-9724-27ce8a098dc0,99332.57,2016-07-09,GB14AREL62968719678867,Finance
8b41370e-0a0d-4708-9a10-89a82060fc55,376533.8,2017-12-02,GB06FFBR26430296124148,Research
7c28fef2-07b2-4427-a2ff-2fd14e98f933,441764.4,2014-10-26,GB88XICT72730715464934,Research
0872dc27-cd8e-4af1-b6ec-7bda9fdbb261,377011.29,2021-01-31,GB22SSYT87136247706126,Logistics
3c5976ae-4538-41d6-b6ee-9cd40c6281cb,148162.1,2013-10-18,GB52SZHW02655722433548,Finance
4286e6b9-4471-4ff2-a428-899b276de2c1,429404.25,2022-10-22,GB49IPRC72269433454447,Legal
4e07f133-8c6e-4374-9eb3-7a571456bcef,30268.72,2019-09-24,GB44BWZU22513426908021,Legal
